Date,LastTradePrice,Max,Min,Avg. Price,%chg.,Volume,Turnover in BEST,TotalTurnover
11/10/2017,"2,713.00","2,713.00","2,713.00","2,713.00",0.04,143,"387,959","387,959"
11/9/2017,"2,712.00","2,712.00","2,712.00","2,712.00",0.44,74,"200,688","200,688"
11/8/2017,"2,700.00","2,700.00","2,700.00","2,700.00",-0.21,175,"472,500","472,500"
11/7/2017,"2,700.00","2,711.00","2,700.00","2,705.73",-1.03,707,"1,912,949","1,912,949"
11/6/2017,"2,711.00","2,749.00","2,711.00","2,734.00",-0.58,184,"503,056","503,056"
11/3/2017,"2,749.00","2,750.00","2,749.00","2,749.89",-0.09,271,"745,220","745,220"
11/2/2017,"2,750.00","2,760.00","2,750.00","2,752.23",-0.44,650,"1,788,947","1,788,947"
11/1/2017,"2,760.00","2,791.00","2,755.00","2,764.42",-1.27,199,"550,120","550,120"
10/31/2017,"2,800.00","2,800.00","2,800.00","2,800.00",0.44,169,"473,200","473,200"
10/30/2017,"2,800.00","2,800.00","2,763.00","2,787.77",-0.44,180,"501,799","501,799"
10/27/2017,"2,800.00","2,800.00","2,800.00","2,800.00",-1.11,30,"84,000","84,000"
10/26/2017,"2,830.00","2,835.00","2,758.00","2,831.42",2.77,165,"467,185","467,185"
10/25/2017,"2,755.00","2,755.00","2,755.00","2,755.00",-2.99,100,"275,500","275,500"
10/24/2017,"2,850.00","2,850.00","2,801.00","2,839.79",1.42,902,"2,561,492","2,561,492"
10/20/2017,"2,800.00","2,800.00","2,800.00","2,800.00",-0.01,204,"571,200","571,200"
10/19/2017,"2,800.00","2,801.00","2,800.00","2,800.18",-0.27,"2,367","6,628,033","6,628,033"
10/18/2017,"2,801.00","2,830.00","2,801.00","2,807.71",-0.78,"1,180","3,313,095","3,313,095"
10/17/2017,"2,830.00","2,831.00","2,829.00","2,829.75",-0.06,280,"792,330","792,330"
10/16/2017,"2,830.00","2,850.00","2,825.00","2,831.46",0.29,512,"1,449,705","1,449,705"
10/13/2017,"2,824.00","2,824.00","2,820.00","2,823.36",0.64,438,"1,236,632","1,236,632"
10/12/2017,"2,825.00","2,830.00","2,800.00","2,805.42",-0.86,"5,715","16,032,970","16,032,970"
10/10/2017,"2,830.00","2,830.00","2,810.00","2,829.88",0.03,987,"2,793,090","2,793,090"
10/9/2017,"2,830.00","2,848.00","2,803.00","2,829.06",1.14,726,"2,053,897","2,053,897"
10/6/2017,"2,801.00","2,835.00","2,789.00","2,797.11",1.45,651,"1,820,919","1,820,919"
10/5/2017,"2,780.00","2,780.00","2,750.00","2,757.16",-1.13,425,"1,171,791","1,171,791"
10/4/2017,"2,745.00","2,810.00","2,745.00","2,788.74",-1.35,445,"1,240,990","1,240,990"
10/3/2017,"2,811.00","2,850.00","2,811.00","2,826.82",-0.96,458,"1,294,685","1,294,685"
10/2/2017,"2,850.00","2,869.00","2,850.00","2,854.12",-0.39,448,"1,278,648","1,278,648"
9/29/2017,"2,870.00","2,870.00","2,861.00","2,865.21",-0.42,"1,270","3,638,822","3,638,822"
9/28/2017,"2,877.00","2,880.00","2,876.00","2,877.34",0.28,590,"1,697,630","14,933,230"
9/27/2017,"2,870.00","2,870.00","2,868.00","2,869.29",0.07,924,"2,651,228","2,651,228"
9/26/2017,"2,869.00","2,870.00","2,856.00","2,867.16",-0.27,744,"2,133,166","2,133,166"
9/25/2017,"2,851.00","2,900.00","2,851.00","2,874.89",-0.29,"2,170","6,238,515","6,238,515"
9/22/2017,"2,910.00","2,930.00","2,875.00","2,883.30",-1.59,"1,660","4,786,285","4,786,285"
9/21/2017,"2,930.00","2,939.00","2,930.00","2,930.03",0.59,"1,343","3,935,035","3,935,035"
9/20/2017,"2,939.00","2,939.00","2,878.00","2,912.88",1.49,"2,131","6,207,348","6,207,348"
9/19/2017,"2,870.00","2,870.00","2,870.00","2,870.00",-0.31,"1,062","3,047,940","3,047,940"
9/18/2017,"2,879.00","2,879.00","2,875.00","2,878.83",-0.04,"1,025","2,950,798","2,950,798"
9/15/2017,"2,880.00","2,880.00","2,880.00","2,880.00",-0.30,339,"976,320","976,320"
9/14/2017,"2,880.00","2,899.00","2,880.00","2,888.77",0.12,290,"837,744","837,744"
9/13/2017,"2,880.00","2,900.00","2,880.00","2,885.38",-0.41,629,"1,814,902","1,814,902"
9/12/2017,"2,880.00","2,919.00","2,880.00","2,897.31",-0.54,"2,192","6,350,910","6,350,910"
9/11/2017,"2,910.00","2,929.00","2,910.00","2,913.15",-0.67,181,"527,280","527,280"
9/7/2017,"2,938.00","2,939.00","2,910.00","2,932.76",-0.19,546,"1,601,285","1,601,285"
9/6/2017,"2,939.00","2,939.00","2,930.00","2,938.23",0.04,"1,500","4,407,345","4,407,345"
9/5/2017,"2,920.00","2,939.00","2,920.00","2,936.96",1.26,"1,706","5,010,453","5,010,453"
9/4/2017,"2,901.00","2,901.00","2,900.00","2,900.35",-0.26,395,"1,145,640","1,145,640"
9/1/2017,"2,902.00","2,930.00","2,902.00","2,907.93",-0.92,86,"250,082","250,082"
8/31/2017,"2,938.00","2,939.00","2,930.00","2,934.86",-0.33,220,"645,670","645,670"
8/30/2017,"2,944.00","2,949.00","2,901.00","2,944.55",1.43,"4,144","12,202,201","12,202,201"
8/29/2017,"2,920.00","2,920.00","2,900.00","2,902.99",-0.60,408,"1,184,420","1,184,420"
8/25/2017,"2,930.00","2,930.00","2,900.00","2,920.47",-1.00,455,"1,328,815","1,328,815"
8/24/2017,"2,950.00",,,"2,949.93",0.00,0,0,0
8/23/2017,"2,950.00","2,950.00","2,949.00","2,949.93",2.45,667,"1,967,600","1,967,600"
8/22/2017,"2,868.00","2,900.00","2,850.00","2,879.30",1.01,621,"1,788,047","1,788,047"
8/21/2017,"2,850.00","2,852.00","2,850.00","2,850.55",0.00,679,"1,935,526","1,935,526"
8/18/2017,"2,850.00","2,880.00","2,800.00","2,850.55",1.88,"1,342","3,825,442","3,825,442"
8/17/2017,"2,800.00","2,801.00","2,790.00","2,797.87",0.34,305,"853,351","853,351"
8/16/2017,"2,790.00","2,799.00","2,780.00","2,788.34",1.08,106,"295,564","295,564"
8/15/2017,"2,761.00","2,762.00","2,754.00","2,758.67",0.31,463,"1,277,262","1,277,262"
8/14/2017,"2,751.00","2,751.00","2,750.00","2,750.11",0.22,"2,283","6,278,495","6,278,495"
8/11/2017,"2,750.00","2,750.00","2,701.00","2,744.02",1.14,123,"337,515","337,515"
8/10/2017,"2,750.00","2,750.00","2,700.00","2,713.04",0.48,"1,150","3,120,000","3,120,000"
8/9/2017,"2,700.00","2,700.00","2,700.00","2,700.00",0.02,"1,263","3,410,100","3,410,100"
8/8/2017,"2,700.00","2,701.00","2,666.00","2,699.49",-0.02,"1,150","3,104,411","3,104,411"
8/7/2017,"2,700.00","2,701.00","2,700.00","2,700.12",0.00,"1,430","3,861,175","3,861,175"
8/4/2017,"2,700.00","2,700.00","2,699.00","2,699.99",0.02,"1,241","3,350,690","3,350,690"
8/3/2017,"2,700.00","2,701.00","2,656.00","2,699.58",1.86,"3,042","8,212,120","10,237,120"
8/1/2017,"2,651.00","2,651.00","2,650.00","2,650.23",-0.07,"1,600","4,240,372","4,240,372"
7/31/2017,"2,680.00","2,680.00","2,650.00","2,651.96",0.21,"1,070","2,837,600","2,837,600"
7/28/2017,"2,680.00","2,685.00","2,620.00","2,646.41",-1.72,206,"545,160","545,160"
7/27/2017,"2,650.00","2,705.00","2,650.00","2,692.61",-1.16,"1,187","3,196,130","3,196,130"
7/26/2017,"2,710.00","2,750.00","2,710.00","2,724.08",-2.34,213,"580,230","580,230"
7/25/2017,"2,754.00","2,800.00","2,754.00","2,789.36",-1.74,435,"1,213,370","1,213,370"
7/24/2017,"2,844.00","2,848.00","2,800.00","2,838.61",1.25,721,"2,046,636","2,046,636"
7/21/2017,"2,800.00","2,850.00","2,800.00","2,803.59",3.17,769,"2,155,960","2,155,960"
7/20/2017,"2,802.00","2,802.00","2,689.00","2,717.34",0.69,722,"1,961,921","1,961,921"
7/19/2017,"2,698.00","2,699.00","2,698.00","2,698.78",0.66,92,"248,288","248,288"
7/18/2017,"2,680.00","2,690.00","2,661.00","2,681.08",-0.63,339,"908,885","908,885"
7/17/2017,"2,698.00","2,698.00","2,698.00","2,698.00",-0.02,105,"283,290","283,290"
7/14/2017,"2,698.00","2,699.00","2,698.00","2,698.43",0.03,35,"94,445","94,445"
7/13/2017,"2,671.00","2,700.00","2,671.00","2,697.53",0.02,"2,178","5,875,210","5,875,210"
7/12/2017,"2,696.00","2,699.00","2,661.00","2,697.04",1.92,667,"1,798,925","1,798,925"
7/11/2017,"2,670.00","2,670.00","2,625.00","2,646.15",1.13,454,"1,201,350","1,201,350"
7/10/2017,"2,630.00","2,630.00","2,610.00","2,616.68",0.18,575,"1,504,590","1,504,590"
7/7/2017,"2,610.00","2,630.00","2,610.00","2,611.91",0.05,230,"600,740","600,740"
7/6/2017,"2,630.00","2,630.00","2,605.00","2,610.60",-0.39,199,"519,510","519,510"
7/5/2017,"2,630.00","2,630.00","2,610.00","2,620.69",-0.45,561,"1,470,205","1,470,205"
7/4/2017,"2,610.00","2,650.00","2,610.00","2,632.49",-0.66,297,"781,850","781,850"
7/3/2017,"2,650.00","2,650.00","2,650.00","2,650.00",-0.24,50,"132,500","132,500"
6/30/2017,"2,659.00","2,660.00","2,610.00","2,656.48",1.77,145,"385,190","385,190"
6/29/2017,"2,605.00","2,659.00","2,605.00","2,610.40",0.40,100,"261,040","261,040"
6/28/2017,"2,600.00","2,600.00","2,600.00","2,600.00",0.00,384,"998,400","998,400"
6/27/2017,"2,600.00","2,600.00","2,599.00","2,599.99",0.00,210,"545,997","545,997"
6/23/2017,"2,600.00","2,600.00","2,600.00","2,600.00",-0.07,919,"2,389,400","2,389,400"
6/22/2017,"2,600.00","2,650.00","2,600.00","2,601.78",-2.12,"2,074","5,396,100","5,396,100"
6/21/2017,"2,601.00","2,670.00","2,601.00","2,658.23",-0.26,667,"1,773,040","1,773,040"
6/20/2017,"2,687.00","2,689.00","2,650.00","2,665.21",-0.89,423,"1,127,382","1,127,382"
6/19/2017,"2,695.00","2,695.00","2,660.00","2,689.01",0.56,181,"486,710","486,710"
6/16/2017,"2,660.00","2,695.00","2,660.00","2,674.00",-0.95,50,"133,700","133,700"
6/15/2017,"2,695.00","2,700.00","2,695.00","2,699.74",-0.01,190,"512,950","512,950"
6/14/2017,"2,700.00","2,700.00","2,700.00","2,700.00",-0.06,400,"1,080,000","1,080,000"
6/13/2017,"2,700.00","2,710.00","2,700.00","2,701.59",0.50,"1,260","3,404,000","3,404,000"
6/12/2017,"2,690.00","2,699.00","2,652.00","2,688.12",0.41,828,"2,225,764","2,225,764"
6/9/2017,"2,690.00","2,690.00","2,651.00","2,677.04",0.20,565,"1,512,529","1,512,529"
6/8/2017,"2,681.00","2,681.00","2,670.00","2,671.73",-0.95,266,"710,680","710,680"
6/7/2017,"2,697.00","2,698.00","2,697.00","2,697.24",-0.06,85,"229,265","229,265"
6/6/2017,"2,690.00","2,700.00","2,690.00","2,698.76",-0.06,328,"885,192","885,192"
6/5/2017,"2,700.00","2,739.00","2,700.00","2,700.31",-1.09,"1,713","4,625,630","4,625,630"
6/1/2017,"2,740.00","2,787.00","2,690.00","2,730.09",0.89,332,"906,390","906,390"
5/31/2017,"2,700.00","2,720.00","2,680.00","2,706.08",0.23,492,"1,331,390","1,331,390"
5/30/2017,"2,700.00","2,700.00","2,700.00","2,700.00",0.11,140,"378,000","378,000"
5/29/2017,"2,700.00","2,700.00","2,680.00","2,696.90",0.30,232,"625,680","625,680"
5/26/2017,"2,700.00","2,700.00","2,680.00","2,688.90",-0.41,646,"1,737,029","1,737,029"
5/25/2017,"2,700.00","2,700.00","2,700.00","2,700.00",0.00,475,"1,282,500","1,282,500"
5/23/2017,"2,700.00","2,700.00","2,700.00","2,700.00",-0.39,50,"135,000","135,000"
5/22/2017,"2,700.00","2,730.00","2,700.00","2,710.51",0.10,369,"1,000,180","1,000,180"
5/19/2017,"2,730.00","2,730.00","2,698.00","2,707.74",3.02,676,"1,830,433","1,830,433"
5/18/2017,"2,670.00","2,671.00","2,600.00","2,628.37",1.33,715,"1,879,288","1,879,288"
5/17/2017,"2,600.00","2,600.00","2,590.00","2,593.87",-0.24,486,"1,260,620","1,260,620"
5/16/2017,"2,600.00",,,"2,600.00",0.00,0,0,0
5/15/2017,"2,600.00","2,600.00","2,600.00","2,600.00",0.00,117,"304,200","304,200"
5/12/2017,"2,600.00","2,600.00","2,600.00","2,600.00",-3.67,490,"1,274,000","1,274,000"
5/11/2017,"2,699.00",,,"2,699.00",0.00,0,0,0
5/10/2017,"2,699.00","2,699.00","2,699.00","2,699.00",7.50,15,"40,485","40,485"
5/9/2017,"2,510.00","2,512.00","2,510.00","2,510.76",0.03,"8,500","21,341,500","21,341,500"
5/8/2017,"2,510.00","2,530.00","2,510.00","2,510.01",0.12,"18,145","45,544,180","45,544,180"
5/5/2017,"2,507.00",,,"2,507.00",0.00,0,0,0
5/4/2017,"2,507.00","2,507.00","2,507.00","2,507.00",0.08,60,"150,420","150,420"
5/3/2017,"2,505.00",,,"2,505.00",0.00,0,0,0
5/2/2017,"2,505.00","2,505.00","2,505.00","2,505.00",0.13,50,"125,250","125,250"
4/28/2017,"2,504.00","2,504.00","2,501.00","2,501.78",-0.54,849,"2,124,009","2,124,009"
4/27/2017,"2,520.00","2,520.00","2,502.00","2,515.40",0.56,403,"1,013,706","1,013,706"
4/26/2017,"2,502.00","2,502.00","2,501.00","2,501.49",0.01,195,"487,790","487,790"
4/25/2017,"2,502.00","2,502.00","2,500.00","2,501.33",-1.87,225,"562,800","562,800"
4/24/2017,"2,540.00","2,550.00","2,540.00","2,549.04",-0.04,83,"211,570","211,570"
4/21/2017,"2,550.00","2,550.00","2,550.00","2,550.00",-6.40,75,"191,250","191,250"
4/20/2017,"2,750.00",,,"2,724.23",0.00,0,0,0
4/19/2017,"2,750.00",,,"2,724.23",0.00,0,0,0
4/18/2017,"2,750.00","2,754.00","2,700.00","2,724.23",-0.93,853,"2,323,766","3,326,294"
4/13/2017,"2,752.00","2,764.00","2,700.00","2,749.69",-0.60,355,"976,140","976,140"
4/12/2017,"2,763.00","2,768.00","2,763.00","2,766.18",-0.12,56,"154,906","154,906"
4/11/2017,"2,769.00","2,770.00","2,768.00","2,769.59",-0.34,"1,212","3,356,747","3,356,747"
4/10/2017,"2,764.00","2,800.00","2,764.00","2,778.92",-0.74,857,"2,381,536","5,428,036"
4/7/2017,"2,799.00","2,800.00","2,799.00","2,799.63",-0.01,843,"2,360,085","2,360,085"
4/6/2017,"2,800.00","2,800.00","2,800.00","2,800.00",0.00,202,"565,600","565,600"
4/5/2017,"2,800.00","2,800.00","2,800.00","2,800.00",0.00,173,"484,400","484,400"
4/4/2017,"2,800.00","2,800.00","2,800.00","2,800.00",0.01,458,"1,282,400","1,282,400"
4/3/2017,"2,800.00","2,800.00","2,799.00","2,799.77",-0.01,613,"1,716,260","1,716,260"
3/31/2017,"2,800.00","2,800.00","2,790.00","2,799.93",0.44,"1,596","4,468,690","4,468,690"
3/30/2017,"2,770.00","2,800.00","2,770.00","2,787.68",-0.44,"1,329","3,704,830","3,704,830"
3/29/2017,"2,800.00","2,800.00","2,800.00","2,800.00",-0.03,267,"747,600","747,600"
3/28/2017,"2,800.00","2,828.00","2,800.00","2,800.75",-0.34,607,"1,700,054","1,700,054"
3/27/2017,"2,810.00","2,829.00","2,810.00","2,810.28",-0.11,203,"570,487","570,487"
3/24/2017,"2,810.00","2,829.00","2,810.00","2,813.41",-0.58,590,"1,659,912","1,659,912"
3/23/2017,"2,830.00","2,849.00","2,825.00","2,829.89",-0.71,"1,218","3,446,810","3,446,810"
3/22/2017,"2,850.00","2,850.00","2,850.00","2,850.00",0.00,372,"1,060,200","1,060,200"
3/21/2017,"2,850.00","2,850.00","2,850.00","2,850.00",0.00,"2,608","7,432,800","7,432,800"
3/20/2017,"2,850.00","2,850.00","2,850.00","2,850.00",0.02,55,"156,750","156,750"
3/17/2017,"2,849.00","2,850.00","2,849.00","2,849.40",0.91,40,"113,976","113,976"
3/16/2017,"2,850.00","2,850.00","2,800.00","2,823.75",-0.09,204,"576,045","576,045"
3/15/2017,"2,848.00","2,848.00","2,800.00","2,826.27",2.51,446,"1,260,516","1,260,516"
3/14/2017,"2,798.00","2,798.00","2,750.00","2,757.00",0.23,202,"556,915","556,915"
3/13/2017,"2,750.00","2,760.00","2,749.00","2,750.58",-0.41,"1,241","3,413,465","3,413,465"
3/10/2017,"2,750.00","2,800.00","2,750.00","2,761.91",-2.17,645,"1,781,435","1,781,435"
3/9/2017,"2,802.00","2,851.00","2,801.00","2,823.21",-1.32,904,"2,552,185","2,552,185"
3/8/2017,"2,861.00","2,862.00","2,861.00","2,861.08",-0.69,"1,090","3,118,580","3,118,580"
3/7/2017,"2,880.00","2,900.00","2,880.00","2,881.10",-0.65,272,"783,660","783,660"
3/6/2017,"2,900.00","2,900.00","2,900.00","2,900.00",-1.04,571,"1,655,900","1,655,900"
3/3/2017,"2,900.00","2,950.00","2,900.00","2,930.59",-1.33,816,"2,391,365","2,391,365"
3/2/2017,"2,970.00","2,970.00","2,970.00","2,970.00",0.01,607,"1,802,790","1,802,790"
3/1/2017,"2,970.00","2,970.00","2,969.00","2,969.80",-0.03,502,"1,490,838","1,490,838"
2/28/2017,"2,970.00","2,980.00","2,970.00","2,970.82",0.03,"1,949","5,790,130","5,790,130"
2/27/2017,"2,970.00","2,970.00","2,970.00","2,970.00",-0.50,46,"136,620","136,620"
2/24/2017,"2,985.00","2,985.00","2,985.00","2,985.00",0.89,669,"1,996,965","1,996,965"
2/23/2017,"2,951.00","2,970.00","2,950.00","2,958.66",0.47,641,"1,896,500","1,896,500"
2/22/2017,"2,960.00","2,960.00","2,935.00","2,944.94",0.32,"6,328","18,635,586","18,635,586"
2/21/2017,"2,935.00","2,940.00","2,935.00","2,935.49",0.02,"1,021","2,997,131","2,997,131"
2/20/2017,"2,935.00","2,935.00","2,935.00","2,935.00",-0.50,643,"1,887,205","1,887,205"
2/17/2017,"2,950.00","2,951.00","2,949.00","2,949.89",-0.35,284,"837,770","837,770"
2/16/2017,"2,970.00","2,970.00","2,950.00","2,960.12",-0.41,248,"734,110","734,110"
2/15/2017,"2,950.00","2,980.00","2,950.00","2,972.29",-0.26,909,"2,701,810","2,701,810"
2/14/2017,"2,980.00","2,999.00","2,977.00","2,980.05",-0.10,775,"2,309,540","2,309,540"
2/13/2017,"2,999.00","2,999.00","2,976.00","2,982.92",0.32,"4,218","12,581,936","12,581,936"
2/10/2017,"2,970.00","2,979.00","2,970.00","2,973.50",-0.11,400,"1,189,400","1,189,400"
2/9/2017,"2,979.00","2,979.00","2,950.00","2,976.85",-0.05,108,"321,500","321,500"
2/8/2017,"2,980.00","2,980.00","2,950.00","2,978.20",0.27,600,"1,786,920","1,786,920"
2/7/2017,"2,950.00","2,975.00","2,950.00","2,970.31",-0.52,777,"2,307,933","2,307,933"
2/6/2017,"2,980.00","2,989.00","2,961.00","2,985.80",-0.13,167,"498,629","498,629"
2/3/2017,"2,989.00","2,990.00","2,989.00","2,989.59",0.48,435,"1,300,470","1,300,470"
2/2/2017,"2,998.00","2,998.00","2,910.00","2,975.30",2.36,"2,110","6,277,877","6,277,877"
2/1/2017,"2,900.00","2,950.00","2,900.00","2,906.64",-2.40,123,"357,517","357,517"
1/31/2017,"2,969.00","2,980.00","2,950.00","2,978.04",-0.59,535,"1,593,250","1,593,250"
1/30/2017,"2,995.00","2,999.00","2,995.00","2,995.86",-0.06,757,"2,267,867","2,267,867"
1/27/2017,"2,999.00","3,000.00","2,970.00","2,997.68",-0.07,"1,934","5,797,515","5,797,515"
1/26/2017,"2,999.00","3,000.00","2,999.00","2,999.66",-0.01,615,"1,844,790","1,844,790"
1/25/2017,"3,000.00","3,005.00","2,999.00","3,000.04",0.54,"4,177","12,531,180","12,531,180"
1/24/2017,"2,998.00","2,998.00","2,980.00","2,983.96",0.23,842,"2,512,496","2,512,496"
1/23/2017,"2,979.00","2,985.00","2,970.00","2,977.19",-0.01,"1,132","3,370,182","3,370,182"
1/20/2017,"2,980.00","2,980.00","2,952.00","2,977.56",-0.68,688,"2,048,560","2,048,560"
1/18/2017,"2,999.00","3,000.00","2,980.00","2,997.91",-0.09,401,"1,202,160","1,202,160"
1/17/2017,"3,000.00","3,080.00","2,999.00","3,000.49",0.44,"1,895","5,685,920","5,685,920"
1/16/2017,"3,000.00","3,000.00","2,974.00","2,987.29",1.26,897,"2,679,602","2,679,602"
1/13/2017,"2,950.00","2,950.00","2,950.00","2,950.00",0.00,524,"1,545,800","1,545,800"
1/12/2017,"2,950.00","2,950.00","2,950.00","2,950.00",-0.03,346,"1,020,700","1,020,700"
1/11/2017,"2,905.00","2,960.00","2,905.00","2,950.83",0.20,398,"1,174,431","1,174,431"
1/10/2017,"2,945.00","2,945.00","2,945.00","2,945.00",2.97,349,"1,027,805","1,027,805"
1/9/2017,"2,860.00",,,"2,860.00",0.00,0,0,0
1/5/2017,"2,860.00",,,"2,860.00",0.00,0,0,0
1/4/2017,"2,860.00","2,860.00","2,860.00","2,860.00",0.03,25,"71,500","71,500"
1/3/2017,"2,860.00","2,860.00","2,856.00","2,859.20",0.17,200,"571,840","571,840"
12/29/2016,"2,880.00","2,880.00","2,850.00","2,854.47",0.09,275,"784,980","784,980"
12/28/2016,"2,850.00","2,861.00","2,850.00","2,851.89",-0.44,"1,298","3,701,759","3,701,759"
12/27/2016,"2,861.00","2,889.00","2,861.00","2,864.39",0.46,455,"1,303,297","1,303,297"
12/26/2016,"2,860.00","2,860.00","2,851.00","2,851.34",0.01,461,"1,314,470","1,314,470"
12/23/2016,"2,850.00","2,851.00","2,850.00","2,850.97",-0.45,351,"1,000,690","1,000,690"
12/22/2016,"2,870.00","2,870.00","2,860.00","2,864.00",0.14,50,"143,200","39,343,200"
12/21/2016,"2,860.00","2,860.00","2,860.00","2,860.00",2.31,10,"28,600","28,600"
12/20/2016,"2,800.00","2,800.00","2,790.00","2,795.56",0.20,198,"553,520","553,520"
12/19/2016,"2,790.00","2,790.00","2,790.00","2,790.00",-0.75,82,"228,780","228,780"
12/16/2016,"2,765.00","2,850.00","2,765.00","2,810.98",-1.37,574,"1,613,505","1,613,505"
12/15/2016,"2,850.00","2,850.00","2,850.00","2,850.00",-1.56,80,"228,000","228,000"
12/14/2016,"2,900.00","2,900.00","2,860.00","2,895.11",-1.75,"1,171","3,390,168","3,390,168"
12/13/2016,"2,970.00",,,"2,946.77",0.00,0,0,0
12/12/2016,"2,970.00","2,970.00","2,940.00","2,946.77",-0.21,458,"1,349,620","1,349,620"
12/9/2016,"2,960.00","2,960.00","2,940.00","2,952.89",-0.07,509,"1,503,020","1,503,020"
12/7/2016,"2,955.00","2,960.00","2,951.00","2,955.06",0.07,190,"561,462","561,462"
12/6/2016,"2,951.00","2,960.00","2,951.00","2,953.06",-0.23,506,"1,494,250","1,494,250"
12/5/2016,"2,951.00","2,977.00","2,951.00","2,960.00",0.31,413,"1,222,480","1,222,480"
12/2/2016,"2,960.00","2,960.00","2,950.00","2,950.86",-0.19,269,"793,780","793,780"
12/1/2016,"2,950.00","2,988.00","2,950.00","2,956.53",-0.03,128,"378,436","378,436"
11/29/2016,"2,950.00","2,970.00","2,950.00","2,957.40",-1.14,918,"2,714,895","2,714,895"
11/28/2016,"2,998.00","2,998.00","2,979.00","2,991.46",0.48,207,"619,233","619,233"
11/25/2016,"2,998.00","2,998.00","2,951.00","2,977.11",0.92,90,"267,940","267,940"
11/24/2016,"2,950.00","2,950.00","2,949.00","2,949.89",0.52,"1,000","2,949,890","2,949,890"
11/23/2016,"2,910.00","2,950.00","2,901.00","2,934.60",-0.52,741,"2,174,538","2,174,538"
11/22/2016,"2,950.00","2,950.00","2,949.00","2,949.95",-0.26,183,"539,840","539,840"
11/21/2016,"2,920.00","2,998.00","2,920.00","2,957.53",-1.29,235,"695,020","695,020"
11/18/2016,"2,911.00","3,000.00","2,911.00","2,996.05",4.24,"1,522","4,559,987","4,559,987"
11/17/2016,"3,000.00","3,000.00","2,870.00","2,874.11",1.99,"2,335","6,711,039","6,711,039"
11/16/2016,"2,850.00","2,850.00","2,800.00","2,818.15",0.65,"1,807","5,092,401","5,092,401"
11/15/2016,"2,800.00","2,801.00","2,800.00","2,800.02",-0.01,"1,120","3,136,025","3,136,025"
11/14/2016,"2,849.00","2,849.00","2,793.00","2,800.35",0.36,"8,471","23,721,786","23,721,786"
11/11/2016,"2,800.00","2,800.00","2,790.00","2,790.38",0.35,"3,470","9,682,635","9,682,635"
11/10/2016,"2,799.00","2,800.00","2,771.00","2,780.76",-0.64,"4,788","13,314,280","13,314,280"
11/9/2016,"2,772.00","2,800.00","2,772.00","2,798.74",-0.66,"4,457","12,474,000","12,474,000"
11/8/2016,"2,802.00","2,830.00","2,801.00","2,817.28",0.55,490,"1,380,465","1,380,465"
11/7/2016,"2,840.00","2,840.00","2,800.00","2,801.81",0.07,360,"1,008,653","1,008,653"
11/4/2016,"2,800.00","2,800.00","2,799.00","2,799.99",1.07,"3,190","8,931,970","8,931,970"
11/3/2016,"2,800.00","2,800.00","2,750.00","2,770.32",-1.21,"5,055","14,003,960","14,003,960"
11/2/2016,"2,800.00","2,850.00","2,800.00","2,804.38",-0.10,"3,309","9,279,708","9,279,708"
11/1/2016,"2,811.00","2,850.00","2,798.00","2,807.22",0.26,"2,925","8,211,118","8,211,118"
10/31/2016,"2,800.00","2,800.00","2,799.00","2,799.96",-1.59,"2,709","7,585,100","7,585,100"
10/28/2016,"2,800.00","2,850.00","2,800.00","2,845.17",1.24,"6,786","19,307,320","19,307,320"
10/27/2016,"2,820.00","2,820.00","2,800.00","2,810.41",0.34,761,"2,138,725","2,138,725"
10/26/2016,"2,815.00","2,815.00","2,790.00","2,800.85",1.04,861,"2,411,535","2,411,535"
10/25/2016,"2,800.00","2,800.00","2,720.00","2,772.11",0.56,607,"1,682,673","1,682,673"
10/21/2016,"2,769.00","2,769.00","2,750.00","2,756.72",0.08,162,"446,588","446,588"
10/20/2016,"2,731.00","2,795.00","2,731.00","2,754.46",0.50,162,"446,222","446,222"
10/19/2016,"2,759.00","2,800.00","2,700.00","2,740.87",4.17,"1,340","3,672,768","3,672,768"
10/18/2016,"2,689.00","2,689.00","2,630.00","2,631.24",0.78,953,"2,507,570","13,093,971"
10/17/2016,"2,630.00","2,630.00","2,610.00","2,610.78",0.12,705,"1,840,600","1,840,600"
10/14/2016,"2,610.00","2,611.00","2,600.00","2,607.72",0.36,"3,549","9,254,788","9,254,788"
10/13/2016,"2,610.00","2,610.00","2,565.00","2,598.38",-0.55,716,"1,860,440","1,860,440"
10/12/2016,"2,650.00","2,650.00","2,600.00","2,612.85",3.27,603,"1,575,550","1,575,550"
10/10/2016,"2,530.00","2,530.00","2,530.00","2,530.00",-0.19,200,"506,000","506,000"
10/7/2016,"2,530.00","2,550.00","2,529.00","2,534.80",0.19,728,"1,845,335","1,845,335"
10/6/2016,"2,530.00","2,530.00","2,530.00","2,530.00",-0.80,30,"75,900","75,900"
10/5/2016,"2,550.00","2,561.00","2,549.00","2,550.33",2.15,"2,584","6,590,054","6,590,054"
10/4/2016,"2,500.00","2,500.00","2,470.00","2,496.73",0.96,"1,009","2,519,205","2,519,205"
10/3/2016,"2,475.00","2,475.00","2,415.00","2,473.06",0.94,310,"766,650","766,650"
9/30/2016,"2,450.00","2,450.00","2,450.00","2,450.00",1.60,337,"825,650","825,650"
9/29/2016,"2,410.00","2,415.00","2,410.00","2,411.36",-0.43,236,"569,080","569,080"
